350 0.357072
350.056456 0.458238
350.112921 0.530835
350.169396 0.572616
350.225879 0.591943
350.282372 0.599187
350.338874 0.601464
350.395384 0.602153
350.451904 0.602445
350.508433 0.602658
350.564972 0.602857
350.621519 0.603051
350.678075 0.603243
350.734641 0.603432
350.791216 0.60362
350.847799 0.603805
350.904392 0.603987
350.960994 0.604165
351.017605 0.604336
351.074226 0.604497
351.130855 0.604646
351.187494 0.604781
351.244142 0.604899
351.300798 0.605001
351.357464 0.605093
351.414139 0.605181
351.470824 0.605273
351.527517 0.605375
351.58422 0.605493
351.640931 0.605632
351.697652 0.605796
351.754382 0.605987
351.811121 0.606202
351.86787 0.606436
351.924627 0.60668
351.981394 0.606928
352.03817 0.607173
352.094955 0.607413
352.151749 0.607645
352.208552 0.607869
352.265364 0.608084
352.322186 0.608294
352.379017 0.6085
352.435857 0.608706
352.492706 0.608914
352.549564 0.609125
352.606431 0.609336
352.663308 0.609546
352.720194 0.609753
352.777089 0.609958
352.833993 0.610162
352.890906 0.610366
352.947828 0.610571
353.00476 0.610777
353.061701 0.610981
353.118651 0.611181
353.17561 0.611378
353.232579 0.611572
353.289556 0.611766
353.346543 0.61196
353.403539 0.612156
353.460544 0.612351
353.517558 0.612544
353.574582 0.612734
353.631615 0.612921
353.688657 0.613107
353.745708 0.613291
353.802768 0.613475
353.859838 0.613659
353.916917 0.613843
353.974005 0.614025
354.031102 0.614207
354.088208 0.614385
354.145324 0.614561
354.202449 0.614734
354.259583 0.614907
354.316726 0.615081
354.373878 0.615257
354.43104 0.615436
354.488211 0.615617
354.545391 0.615799
354.60258 0.61598
354.659779 0.616158
354.716987 0.616334
354.774204 0.616508
354.83143 0.616679
354.888666 0.616851
354.94591 0.617024
355.003164 0.617198
355.060427 0.617372
355.1177 0.617544
355.174982 0.617715
355.232272 0.617886
355.289573 0.61806
355.346882 0.618236
355.404201 0.618415
355.461529 0.618595
355.518866 0.618776
355.576212 0.618954
355.633568 0.619131
355.690933 0.619303
355.748307 0.619473
355.80569 0.619641
355.863083 0.619808
355.920485 0.619975
355.977896 0.620142
356.035316 0.62031
356.092746 0.62048
356.150185 0.620652
356.207633 0.620824
356.26509 0.620995
356.322557 0.621163
356.380033 0.621328
356.437519 0.62149
356.495013 0.621647
356.552517 0.621799
356.61003 0.621946
356.667552 0.622091
356.725084 0.622235
356.782625 0.622382
356.840175 0.622531
356.897735 0.622684
356.955304 0.622841
357.012882 0.623003
357.070469 0.623169
357.128066 0.623339
357.185672 0.623508
357.243287 0.623674
357.300911 0.623837
357.358545 0.623996
357.416188 0.624154
357.473841 0.624313
357.531502 0.624474
357.589173 0.624637
357.646854 0.6248
357.704543 0.624963
357.762242 0.625126
357.819951 0.625287
357.877668 0.625447
357.935395 0.625605
357.993131 0.625761
358.050877 0.625919
358.108631 0.626078
358.166396 0.626237
358.224169 0.626396
358.281952 0.626553
358.339744 0.62671
358.397545 0.626866
358.455356 0.627024
358.513176 0.627183
358.571005 0.627341
358.628844 0.627496
358.686692 0.627649
358.744549 0.627798
358.802416 0.627946
358.860292 0.628094
358.918178 0.62824
358.976072 0.628387
359.033976 0.628534
359.09189 0.62868
359.149812 0.628826
359.207744 0.628973
359.265686 0.629119
359.323637 0.629265
359.381597 0.629412
359.439566 0.629559
359.497545 0.629707
359.555533 0.629858
359.613531 0.630012
359.671537 0.630169
359.729554 0.630328
359.787579 0.630488
359.845614 0.63065
359.903658 0.630814
359.961712 0.63098
360.019775 0.631148
360.077848 0.631318
360.135929 0.631488
360.19402 0.631656
360.252121 0.631824
360.310231 0.63199
360.36835 0.632157
360.426479 0.632325
360.484617 0.632496
360.542764 0.63267
360.600921 0.632847
360.659087 0.633028
360.717262 0.633212
360.775447 0.633399
360.833642 0.633588
360.891845 0.633779
360.950058 0.633971
361.008281 0.634165
361.066513 0.634362
361.124754 0.634561
361.183004 0.634763
361.241264 0.634967
361.299534 0.635173
361.357813 0.635381
361.416101 0.635591
361.474399 0.635803
361.532706 0.636017
361.591022 0.636233
361.649348 0.636452
361.707683 0.636671
361.766028 0.636891
361.824382 0.637111
361.882745 0.637331
361.941118 0.637551
361.9995 0.637771
362.057892 0.63799
362.116293 0.63821
362.174704 0.63843
362.233124 0.638649
362.291553 0.638868
362.349992 0.639086
362.40844 0.639303
362.466898 0.639517
362.525365 0.63973
362.583842 0.639942
362.642328 0.640156
362.700823 0.64037
362.759328 0.640585
362.817842 0.640799
362.876366 0.641009
362.934899 0.641216
362.993442 0.641421
363.051994 0.641623
363.110555 0.641824
363.169126 0.642024
363.227707 0.642222
363.286296 0.642419
363.344896 0.642614
363.403505 0.642808
363.462123 0.643002
363.52075 0.643196
363.579387 0.643391
363.638034 0.643584
363.69669 0.643777
363.755356 0.643968
363.814031 0.644157
363.872715 0.644345
363.931409 0.644531
363.990112 0.644715
364.048825 0.644895
364.107547 0.645073
364.166279 0.645248
364.22502 0.645424
364.283771 0.6456
364.342531 0.645778
364.401301 0.645958
364.46008 0.646138
364.518869 0.646316
364.577667 0.646494
364.636474 0.64667
364.695291 0.646846
364.754118 0.647024
364.812954 0.647203
364.8718 0.647383
364.930655 0.647565
364.989519 0.647745
365.048393 0.647924
365.107277 0.648101
365.16617 0.648276
365.225072 0.648453
365.283984 0.648633
365.342906 0.648817
365.401837 0.649004
365.460777 0.649191
365.519727 0.649376
365.578687 0.649557
365.637656 0.649734
365.696635 0.649908
365.755623 0.650081
365.81462 0.650253
365.873627 0.650426
365.932644 0.650599
365.99167 0.65077
366.050706 0.650941
366.109751 0.651111
366.168806 0.651281
366.22787 0.651449
366.286944 0.651618
366.346027 0.651786
366.40512 0.651955
366.464222 0.652123
366.523334 0.652291
366.582456 0.65246
366.641587 0.652631
366.700727 0.652802
366.759877 0.652975
366.819037 0.65315
366.878206 0.653324
366.937384 0.653497
366.996573 0.653668
367.05577 0.653837
367.114978 0.654005
367.174195 0.654173
367.233421 0.65434
367.292657 0.654507
367.351903 0.654674
367.411158 0.654842
367.470422 0.655009
367.529697 0.655175
367.58898 0.655342
367.648274 0.655509
367.707576 0.655676
367.766889 0.655843
367.826211 0.656009
367.885543 0.656176
367.944884 0.656342
368.004234 0.656508
368.063595 0.656675
368.122965 0.656841
368.182344 0.657007
368.241733 0.657173
368.301132 0.657339
368.36054 0.657505
368.419958 0.657671
368.479385 0.657837
368.538822 0.658003
368.598269 0.658168
368.657725 0.658334
368.71719 0.658499
368.776666 0.658665
368.836151 0.65883
368.895645 0.658995
368.955149 0.659161
369.014663 0.659326
369.074186 0.659491
369.133719 0.659656
369.193262 0.659821
369.252814 0.659986
369.312375 0.66015
369.371947 0.660315
369.431528 0.66048
369.491118 0.660644
369.550718 0.660809
369.610328 0.660973
369.669948 0.661137
369.729577 0.661302
369.789215 0.661466
369.848863 0.66163
369.908521 0.661794
369.968189 0.661958
370.027866 0.662122
370.087553 0.662286
370.147249 0.66245
370.206955 0.662613
370.26667 0.662777
370.326396 0.66294
370.386131 0.663104
370.445875 0.663267
370.505629 0.663431
370.565393 0.663594
370.625167 0.663757
370.68495 0.66392
370.744742 0.664083
370.804545 0.664246
370.864357 0.664409
370.924178 0.664572
370.98401 0.664735
371.043851 0.664897
371.103701 0.66506
371.163561 0.665222
371.223431 0.665385
371.283311 0.665547
371.3432 0.66571
371.403099 0.665872
371.463008 0.666034
371.522926 0.666196
371.582854 0.666358
371.642791 0.66652
371.702739 0.666682
371.762695 0.666844
371.822662 0.667005
371.882638 0.667167
371.942624 0.667329
372.00262 0.66749
372.062625 0.667652
372.12264 0.667813
372.182665 0.667974
372.242699 0.668136
372.302743 0.668297
372.362796 0.668458
372.42286 0.668619
372.482933 0.66878
372.543016 0.668941
372.603108 0.669101
372.66321 0.669262
372.723322 0.669423
372.783443 0.669583
372.843575 0.669744
372.903716 0.669904
372.963866 0.670065
373.024027 0.670225
373.084197 0.670385
373.144376 0.670545
373.204566 0.670705
373.264765 0.670865
373.324974 0.671025
373.385192 0.671184
373.445421 0.671343
373.505659 0.671499
373.565906 0.671654
373.626164 0.671807
373.686431 0.671959
373.746708 0.672113
373.806994 0.672268
373.867291 0.672425
373.927597 0.672584
373.987912 0.672743
374.048238 0.672901
374.108573 0.67306
374.168918 0.673219
374.229273 0.673378
374.289637 0.673537
374.350011 0.673696
374.410395 0.673854
374.470789 0.674013
374.531192 0.674171
374.591605 0.67433
374.652028 0.674488
374.712461 0.674646
374.772903 0.674804
374.833355 0.674961
374.893817 0.675117
374.954289 0.675272
375.01477 0.675426
375.075261 0.675579
375.135762 0.675733
375.196273 0.675886
375.256793 0.676039
375.317324 0.676189
375.377863 0.676339
375.438413 0.676488
375.498973 0.676638
375.559542 0.67679
375.620121 0.676944
375.68071 0.677097
375.741308 0.677251
375.801916 0.677403
375.862535 0.677553
375.923162 0.677702
375.9838 0.677849
376.044448 0.677996
376.105105 0.678143
376.165772 0.678293
376.226449 0.678444
376.287135 0.678595
376.347832 0.678745
376.408538 0.678892
376.469254 0.679037
376.529979 0.679181
376.590715 0.679324
376.65146 0.679469
376.712215 0.679614
376.77298 0.679758
376.833755 0.679902
376.89454 0.680045
376.955334 0.680186
377.016138 0.680327
377.076952 0.680466
377.137776 0.680604
377.198609 0.680742
377.259453 0.680878
377.320306 0.681013
377.381169 0.681147
377.442042 0.68128
377.502925 0.681413
377.563817 0.681548
377.624719 0.681683
377.685631 0.68182
377.746553 0.681956
377.807485 0.682091
377.868427 0.682225
377.929378 0.682357
377.990339 0.682488
378.051311 0.682618
378.112292 0.682746
378.173282 0.682874
378.234283 0.683002
378.295293 0.683132
378.356314 0.683263
378.417344 0.683395
378.478384 0.683527
378.539434 0.683659
378.600493 0.68379
378.661563 0.683921
378.722642 0.684054
378.783731 0.684186
378.84483 0.684318
378.905939 0.684449
378.967058 0.684579
379.028187 0.68471
379.089325 0.684842
379.150474 0.684976
379.211632 0.685112
379.2728 0.685249
379.333978 0.685387
379.395166 0.685528
379.456364 0.685671
379.517571 0.685813
379.578789 0.685954
379.640016 0.686094
379.701253 0.686234
379.7625 0.686376
379.823757 0.68652
379.885024 0.686667
379.946301 0.686815
380.007587 0.686966
380.068884 0.687118
380.13019 0.687271
380.191506 0.687426
380.252833 0.687583
380.314169 0.687742
380.375515 0.687903
380.43687 0.688065
380.498236 0.688227
380.559612 0.688389
380.620997 0.688551
380.682393 0.688714
380.743798 0.68888
380.805213 0.689046
380.866638 0.689214
380.928073 0.689381
380.989518 0.689549
381.050973 0.689717
381.112438 0.689885
381.173913 0.690053
381.235397 0.690224
381.296892 0.690397
381.358396 0.690573
381.419911 0.690752
381.481435 0.69093
381.542969 0.691106
381.604514 0.69128
381.666068 0.691452
381.727632 0.691624
381.789206 0.691798
381.850789 0.691974
381.912383 0.692152
381.973987 0.69233
382.035601 0.692506
382.097224 0.69268
382.158858 0.692851
382.220501 0.693022
382.282155 0.693192
382.343818 0.693364
382.405491 0.693536
382.467175 0.693708
382.528868 0.693878
382.590571 0.694047
382.652284 0.694214
382.714007 0.694381
382.77574 0.694547
382.837483 0.694713
382.899236 0.694878
382.960999 0.695043
383.022772 0.695208
383.084555 0.695371
383.146348 0.695534
383.208151 0.695696
383.269963 0.695858
383.331786 0.696018
383.393619 0.696178
383.455461 0.696338
383.517314 0.696498
383.579177 0.696659
383.641049 0.696819
383.702932 0.696978
383.764824 0.697134
383.826727 0.697288
383.88864 0.697441
383.950562 0.697594
384.012495 0.69775
384.074437 0.697907
384.13639 0.698065
384.198352 0.698223
384.260324 0.698378
384.322307 0.698531
384.384299 0.698682
384.446302 0.698832
384.508314 0.698982
384.570337 0.699134
384.632369 0.699287
384.694412 0.699441
384.756464 0.699597
384.818527 0.699751
384.880599 0.699903
384.942682 0.700053
385.004774 0.700201
385.066877 0.70035
385.128989 0.700499
385.191112 0.700649
385.253245 0.700799
385.315387 0.700948
385.37754 0.701097
385.439703 0.701245
385.501875 0.701391
385.564058 0.701537
385.626251 0.701683
385.688454 0.701829
385.750666 0.701976
385.812889 0.702123
385.875122 0.702272
385.937365 0.702423
385.999618 0.702575
386.061881 0.702727
386.124154 0.702878
386.186437 0.703027
386.248731 0.703174
386.311034 0.70332
386.373347 0.703465
386.43567 0.70361
386.498004 0.703754
386.560347 0.703899
386.622701 0.704043
386.685064 0.704188
386.747438 0.704332
386.809821 0.704477
386.872215 0.704621
386.934619 0.704765
386.997033 0.704909
387.059457 0.705053
387.121891 0.705197
387.184335 0.705341
387.246789 0.705485
387.309253 0.705629
387.371727 0.705772
387.434212 0.705916
387.496706 0.70606
387.55921 0.706203
387.621725 0.706347
387.68425 0.70649
387.746785 0.706633
387.809329 0.706777
387.871884 0.70692
387.934449 0.707063
387.997024 0.707206
388.05961 0.707349
388.122205 0.707492
388.18481 0.707634
388.247426 0.707777
388.310051 0.70792
